job_id,policy,submit_time,scheduled_start,scheduled_end,req_nodes,duration_h,wait_h,actual_energy_kwh,pred_energy_kwh,actual_emissions_kg,predicted_emissions_kg,avg_carbon_gco2_kwh,week_index,week_start
4193683,fcfs,2020-05-06 10:12:21+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.1880417647058823,1.7710302792939023,0.45167248008887306,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
1740891,fcfs,2020-05-06 10:16:59+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,8,0.5,0.0,0.001085,0.0403118182034033,0.00022397407983768626,0.008321476855936726,206.42772335270624,0,2020-05-04T00:00:00+00:00
4974575,fcfs,2020-05-06 10:17:22+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.09247272875817,1.7710302792939023,0.43194438157517384,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
5128827,fcfs,2020-05-06 10:17:22+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,1.7959508496732028,1.7710302792939023,0.37073404515139763,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
4122376,fcfs,2020-05-06 10:17:22+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,1.9937944444444444,1.7710302792939023,0.41157444799994036,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
3266769,fcfs,2020-05-06 10:18:13+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,1,0.5,0.0,0.0002016666666666,0.0077830665916864,4.162959087611533e-05,0.0016066407172243304,206.42772335270624,0,2020-05-04T00:00:00+00:00
3100742,fcfs,2020-05-06 10:19:00+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,8,0.5,0.0,0.0008905555555555,0.0403118182034033,0.00018383535585242636,0.008321476855936726,206.42772335270624,0,2020-05-04T00:00:00+00:00
3909249,fcfs,2020-05-06 10:22:22+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.2983,1.7710302792939023,0.47443283658152474,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
3481949,fcfs,2020-05-06 10:22:22+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.3950633333333333,1.7710302792939023,0.4944074711855438,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
2848103,fcfs,2020-05-06 10:22:22+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,1.918571313131313,1.7710302792939023,0.396046308259509,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
333353,fcfs,2020-05-06 10:22:35+00:00,2020-05-06 10:00:00+00:00,2020-05-06 13:00:00+00:00,2,3.0,0.0,3.792514750539463,6.823000504408883,0.7949087890068253,1.430096762993773,209.59939282866443,0,2020-05-04T00:00:00+00:00
2283768,fcfs,2020-05-06 10:26:46+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,2,0.5,0.0,0.075160074074074,1.6580007523384936,0.015515122978131856,0.34225732062230935,206.42772335270624,0,2020-05-04T00:00:00+00:00
5997456,fcfs,2020-05-06 10:27:22+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.084730218855219,1.7710302792939023,0.4303461128828719,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
3470791,fcfs,2020-05-06 10:27:22+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,1.5710325555555555,1.7710302792939023,0.3243046737563173,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
3324299,fcfs,2020-05-06 10:27:22+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.115069444444445,1.7710302792939023,0.43660897014954,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
2443533,fcfs,2020-05-06 10:32:23+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,1.7054017508417507,1.7710302792939023,0.34952542271106435,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
5095023,fcfs,2020-05-06 10:32:23+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,1.796562418300654,1.7710302792939023,0.36820897971601585,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
5669765,fcfs,2020-05-06 10:32:23+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.341232833333333,1.7710302792939023,0.4798402460487391,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
2269791,fcfs,2020-05-06 10:32:39+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,2,0.5,0.0,0.1852296296296296,1.2973435920319307,0.037963174696492866,0.2658931053534075,204.95195489188742,0,2020-05-04T00:00:00+00:00
610742,fcfs,2020-05-06 10:32:39+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,2,0.5,0.0,0.560374388888889,1.5997618331371046,0.11484982647412458,0.327874315062879,204.95195489188742,0,2020-05-04T00:00:00+00:00
2618202,fcfs,2020-05-06 10:32:39+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,2,0.5,0.0,0.4947172413793103,1.542357823650053,0.10139326573941139,0.3161092510998753,204.95195489188742,0,2020-05-04T00:00:00+00:00
2848668,fcfs,2020-05-06 10:32:39+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,2,0.5,0.0,0.5996669881652344,1.5997618331371046,0.12290292150859512,0.327874315062879,204.95195489188742,0,2020-05-04T00:00:00+00:00
2293466,fcfs,2020-05-06 10:37:23+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.441607575757576,1.7710302792939023,0.5004122457303574,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
4192639,fcfs,2020-05-06 10:37:23+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.1097026262626266,1.7710302792939023,0.43238767749307433,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
3821468,fcfs,2020-05-06 10:37:23+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.0599801851851853,1.7710302792939023,0.42219696599225603,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
4499111,fcfs,2020-05-06 10:37:46+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,20,0.5,0.0,0.2797433333333333,1.6351427590584993,0.05733394303463955,0.33512570499635386,204.95195489188742,0,2020-05-04T00:00:00+00:00
3198751,fcfs,2020-05-06 10:40:25+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,2,0.5,0.0,0.1786443333333333,3.0401831019564662,0.03661350534702463,0.6230914699752601,204.95195489188742,0,2020-05-04T00:00:00+00:00
974241,fcfs,2020-05-06 10:42:23+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,1.9945257575757571,1.7710302792939023,0.4087819530973742,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
1317276,fcfs,2020-05-06 10:42:23+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.0385954248366014,1.7710302792939023,0.41781411755391923,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
5097860,fcfs,2020-05-06 10:42:23+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,1.966975490196078,1.7710302792939023,0.4031354719401148,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
3000915,fcfs,2020-05-06 10:46:39+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,2,0.5,0.0,0.443591304347826,0.1048049285234673,0.09091490499912915,0.021479974983189154,204.95195489188742,0,2020-05-04T00:00:00+00:00
1790037,fcfs,2020-05-06 10:46:44+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,1,0.5,0.0,0.0460148148148148,0.3590195468978434,0.009430826250284475,0.07358175798111266,204.95195489188742,0,2020-05-04T00:00:00+00:00
3172759,fcfs,2020-05-06 10:47:24+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.5100727272727275,1.7710302792939023,0.5144443123753568,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
4799430,fcfs,2020-05-06 10:47:24+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,1.796267679738562,1.7710302792939023,0.36814857247153304,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
4639304,fcfs,2020-05-06 10:47:24+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.244893265993266,1.7710302792939023,0.4600952633889536,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
859696,fcfs,2020-05-06 10:48:25+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,2,0.5,0.0,0.1493194444444444,0.0246794016638797,0.030603312042259457,0.005058091616574245,204.95195489188742,0,2020-05-04T00:00:00+00:00
1673362,fcfs,2020-05-06 10:49:05+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,4,0.5,0.0,0.0305,1.2412680920425916,0.006251034624202566,0.2544003220090524,204.95195489188742,0,2020-05-04T00:00:00+00:00
2421892,fcfs,2020-05-06 10:51:22+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,1,0.5,0.0,0.0422211111111111,0.3590195468978434,0.008653299259929808,0.07358175798111266,204.95195489188742,0,2020-05-04T00:00:00+00:00
3778047,fcfs,2020-05-06 10:52:24+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.4379376737967915,1.7710302792939023,0.49966009214923296,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
2316993,fcfs,2020-05-06 10:52:24+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.142871687387993,1.7710302792939023,0.43918574141264666,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
3843651,fcfs,2020-05-06 10:52:24+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,16,0.5,0.0,2.1815293598790326,1.7710302792939023,0.44710870696125554,0.3629761179140107,204.95195489188742,0,2020-05-04T00:00:00+00:00
1532287,fcfs,2020-05-06 10:54:30+00:00,2020-05-06 10:30:00+00:00,2020-05-06 11:00:00+00:00,1,0.5,0.0,0.0441422839506172,0.3590195468978434,0.009047047389071783,0.07358175798111266,204.95195489188742,0,2020-05-04T00:00:00+00:00
